id,realtionship_status,Industry,genre,Targeted Sex,average_min_perweek,Airtime,airlocation,ratings,expensive,money_back_guarantee
15368,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.037464672,High,No
15373,Married-civ-spouse,Other,Comedy,Male,40,Daytime,United-States,0.037464672,Medium,No
15374,Divorced,Entertainment,Infomercial,Male,30,Primetime,United-States,0.037464672,Low,Yes
15377,Divorced,Auto,Comedy,Male,44,Primetime,United-States,0.037464672,High,No
15385,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,High,No
15386,Never-married,Auto,Comedy,Male,24,Morning,United-States,0.037464672,High,No
15388,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
15395,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
15399,Never-married,Political,Comedy,Female,30,Morning,United-States,0.037464672,High,Yes
15407,Never-married,Entertainment,Comedy,Male,40,Morning,United-States,0.037464672,Low,No
15413,Widowed,Auto,Comedy,Male,25,Daytime,United-States,0.037464672,Low,No
15418,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,No
15419,Never-married,ClassAction,Comedy,Female,20,Morning,United-States,0.037464672,Low,No
15422,Divorced,Entertainment,Comedy,Male,73,Primetime,United-States,0.037464672,High,Yes
15425,Never-married,Political,Comedy,Male,40,Morning,United-States,0.037464672,Low,No
15426,Divorced,Entertainment,Comedy,Female,25,Primetime,International,0.037464672,High,Yes
15427,Married-spouse-absent,Auto,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
15429,Never-married,Auto,Comedy,Female,49,Primetime,United-States,0.037464672,High,Yes
15430,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
15432,Divorced,Auto,Comedy,Female,30,Primetime,United-States,0.037464672,High,Yes
15437,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
15441,Married-civ-spouse,Pharma,Comedy,Female,42,Primetime,United-States,0.037464672,Medium,No
15443,Married-civ-spouse,Pharma,Comedy,Female,48,Primetime,International,0.037464672,High,Yes
15450,Divorced,Auto,Infomercial,Male,40,Daytime,United-States,0.037464672,High,No
15453,Never-married,Political,Comedy,Female,15,Morning,United-States,0.037464672,Medium,No
15455,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,Yes
15456,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
15457,Married-civ-spouse,Other,Comedy,Male,40,Primetime,United-States,0.037464672,Low,Yes
15463,Divorced,Political,Comedy,Female,47,Primetime,United-States,0.037464672,Low,No
15466,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
15469,Never-married,Auto,Comedy,Male,35,Morning,United-States,0.037464672,Low,No
15472,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
15475,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,Germany,0.037464672,Medium,No
15484,Married-spouse-absent,ClassAction,Comedy,Female,55,Primetime,United-States,0.037464672,Low,No
15492,Married-AF-spouse,Pharma,Comedy,Female,60,Morning,United-States,0.037464672,High,No
15493,Married-civ-spouse,Other,Comedy,Male,40,Primetime,United-States,0.037464672,Medium,No
15501,Married-civ-spouse,Pharma,Comedy,Female,80,Primetime,United-States,0.037464672,Low,No
15508,Married-civ-spouse,Auto,Comedy,Female,40,Morning,United-States,0.037464672,Medium,No
15518,Married-civ-spouse,Pharma,Comedy,Female,35,Morning,United-States,0.037464672,High,No
15521,Never-married,Auto,Comedy,Female,50,Morning,United-States,0.037464672,Medium,No
15523,Divorced,Auto,Comedy,Male,20,Primetime,United-States,0.037464672,High,Yes
15537,Never-married,Auto,Comedy,Female,60,Morning,Germany,0.037464672,Medium,No
15540,Married-civ-spouse,Pharma,Comedy,Female,3,Daytime,United-States,0.037464672,Low,No
15545,Divorced,Auto,Infomercial,Female,35,Primetime,Trinadad&Tobago,0.037464672,Medium,Yes
15558,Married-civ-spouse,Pharma,Infomercial,Female,40,Primetime,United-States,0.037464672,High,Yes
15563,Never-married,Auto,Comedy,Female,70,Morning,United-States,0.037464672,High,Yes
15564,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.037464672,Low,Yes
15565,Never-married,Political,Comedy,Female,42,Primetime,United-States,0.037464672,Low,No
15579,Married-civ-spouse,Pharma,Comedy,Female,65,Primetime,United-States,1,Low,No
15581,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
15587,Divorced,Auto,Infomercial,Male,45,Primetime,United-States,0.037464672,High,Yes
15600,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
15603,Married-civ-spouse,Other,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
15615,Married-civ-spouse,Pharma,Comedy,Female,10,Daytime,United-States,0.037464672,Low,No
15621,Married-civ-spouse,Pharma,Comedy,Female,37,Primetime,United-States,1,High,Yes
15631,Divorced,Entertainment,Comedy,Male,38,Primetime,United-States,0.037464672,High,Yes
15633,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
15640,Married-civ-spouse,Pharma,Comedy,Female,22,Primetime,United-States,0.037464672,High,Yes
15655,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
15656,Married-civ-spouse,Pharma,Comedy,Female,99,Morning,United-States,1,Low,No
15662,Widowed,Auto,Comedy,Male,33,Daytime,United-States,0.037464672,High,Yes
15683,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,Yes
15691,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.09844101,Low,No
15693,Divorced,Auto,Infomercial,Male,40,Primetime,United-States,0.037464672,High,Yes
15704,Married-civ-spouse,Pharma,Comedy,Female,20,Primetime,United-States,0.037464672,High,Yes
15712,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
15715,Married-civ-spouse,Pharma,Comedy,Female,30,Primetime,United-States,0.037464672,High,No
15719,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
15722,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
15728,Never-married,Auto,Comedy,Male,84,Morning,United-States,0.037464672,Low,No
15733,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,Mexico,0.037464672,Low,Yes
15734,Never-married,Political,Comedy,Female,15,Morning,United-States,0.037464672,High,Yes
15735,Married-civ-spouse,Other,Infomercial,Male,50,Primetime,United-States,0.065471733,High,Yes
15737,Married-civ-spouse,Pharma,Direct,Female,50,Primetime,United-States,0.037464672,Medium,No
15738,Divorced,Entertainment,Comedy,Male,36,Primetime,United-States,0.037464672,High,Yes
15739,Divorced,Political,Comedy,Male,25,Morning,United-States,0.037464672,Medium,No
15753,Married-spouse-absent,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
15757,Married-civ-spouse,Pharma,Comedy,Female,60,Morning,United-States,0.037464672,High,No
15759,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
15760,Never-married,Political,Comedy,Male,24,Morning,United-States,0.037464672,High,Yes
15763,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,Yes
15765,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,Low,Yes
15768,Never-married,Auto,Comedy,Male,45,Primetime,Cuba,0.037464672,Medium,No
15769,Divorced,Political,Comedy,Male,40,Morning,United-States,0.037464672,High,No
15772,Never-married,Political,Infomercial,Female,20,Morning,United-States,0.037464672,High,Yes
15776,Separated,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
15779,Divorced,Auto,Comedy,Female,30,Primetime,United-States,0.037464672,High,Yes
15785,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
15791,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
15793,Married-civ-spouse,Pharma,Comedy,Female,63,Primetime,Germany,0.037464672,Medium,No
15795,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,France,0.037464672,Low,No
15799,Never-married,Auto,Comedy,Male,52,Morning,United-States,0.037464672,Low,No
15809,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.057642745,High,No
15837,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
15840,Married-civ-spouse,Pharma,Comedy,Female,45,Morning,United-States,0.094074283,High,Yes
15843,Married-civ-spouse,Pharma,Direct,Female,40,Primetime,United-States,0.037464672,High,No
15850,Divorced,Auto,Comedy,Male,35,Primetime,United-States,0.037464672,High,Yes
15857,Married-civ-spouse,Other,Comedy,Male,40,Morning,United-States,0.037464672,Low,Yes
15860,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.037464672,High,No
15862,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
15864,Married-civ-spouse,Pharma,Comedy,Female,35,Primetime,United-States,0.037464672,Low,No
15874,Married-civ-spouse,Pharma,Comedy,Female,45,Morning,United-States,0.037464672,Medium,No
15875,Divorced,Auto,Comedy,Female,90,Primetime,United-States,0.037464672,Low,No
15880,Married-civ-spouse,Pharma,Comedy,Female,40,Daytime,United-States,0.037464672,Low,No
15891,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
15893,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.037464672,Medium,No
15894,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.050358383,High,Yes
15896,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,Medium,No
15898,Never-married,Auto,Comedy,Male,60,Morning,United-States,0.037464672,High,No
15901,Never-married,Entertainment,Direct,Male,50,Daytime,United-States,0.037464672,High,No
15909,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.054977972,Medium,No
15918,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.037464672,High,Yes
15921,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
15934,Never-married,Auto,Comedy,Male,20,Morning,United-States,0.037464672,High,Yes
15935,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.102233936,Low,Yes
15939,Married-civ-spouse,Other,Comedy,Male,32,Primetime,United-States,0.070120498,High,Yes
15942,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
15947,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
15953,Married-civ-spouse,Pharma,Comedy,Female,44,Primetime,United-States,0.173579841,High,No
15971,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,No
15972,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.102233936,Low,Yes
15973,Divorced,Auto,Comedy,Male,30,Daytime,United-States,0.037464672,High,Yes
15976,Never-married,Political,Comedy,Male,20,Morning,United-States,0.037464672,High,Yes
15977,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.037464672,Low,No
15978,Married-civ-spouse,Other,Comedy,Male,40,Primetime,United-States,0.037464672,High,No
15982,Never-married,Auto,Comedy,Female,32,Morning,United-States,0.037464672,High,Yes
15985,Married-civ-spouse,Other,Comedy,Male,40,Primetime,United-States,0.037464672,Low,Yes
15989,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
15992,Married-civ-spouse,Other,Other,Male,40,Primetime,Iran,0.037464672,Low,No
16012,Divorced,Auto,Infomercial,Male,40,Daytime,France,0.037464672,Low,Yes
16015,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
16019,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
16024,Divorced,Auto,Comedy,Female,80,Daytime,Italy,0.037464672,Low,Yes
16037,Never-married,Auto,Comedy,Female,50,Primetime,United-States,0,Medium,No
16039,Divorced,Auto,Comedy,Male,35,Primetime,United-States,0.037464672,Medium,No
16041,Never-married,Political,Comedy,Female,35,Morning,United-States,0.037464672,High,No
16042,Divorced,Entertainment,Comedy,Male,40,Primetime,International,0.037464672,Low,No
16057,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
16062,Separated,Entertainment,Infomercial,Male,38,Primetime,United-States,0.037464672,High,Yes
16064,Never-married,Auto,Infomercial,Male,42,Primetime,United-States,0.037464672,Low,Yes
16067,Never-married,Auto,Comedy,Female,24,Morning,United-States,0.037464672,Low,No
16080,Never-married,Entertainment,Comedy,Male,40,Primetime,El-Salvador,0.037464672,Low,No
16081,Divorced,Auto,Infomercial,Female,20,Primetime,United-States,0.037464672,High,No
16086,Never-married,Auto,Comedy,Female,22,Primetime,United-States,0.037464672,Low,No
16090,Never-married,Political,Comedy,Male,25,Morning,United-States,0.037464672,High,No
16092,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.102233936,High,No
16105,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,Mexico,0.037464672,Low,No
16108,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Medium,No
16113,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,Low,Yes
16119,Never-married,ClassAction,Drama,Male,65,Primetime,South,0.037464672,High,Yes
16120,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
16125,Never-married,Political,Comedy,Male,25,Morning,Germany,0.037464672,High,Yes
16149,Never-married,ClassAction,Comedy,Female,50,Morning,United-States,0.037464672,Low,No
16162,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,High,No
16163,Divorced,Political,Comedy,Female,15,Primetime,United-States,0.037464672,High,Yes
16164,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
16165,Never-married,Political,Comedy,Female,25,Morning,United-States,0.037464672,Medium,No
16166,Never-married,Auto,Comedy,Female,40,Morning,Mexico,0.037464672,Low,No
16169,Married-civ-spouse,Pharma,Comedy,Female,20,Primetime,United-States,0.037464672,High,Yes
16173,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
16175,Widowed,Auto,Comedy,Male,20,Daytime,United-States,0.037464672,High,No
16182,Married-civ-spouse,Pharma,Comedy,Female,35,Primetime,United-States,0.037464672,High,Yes
16187,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
16190,Never-married,Political,Comedy,Male,36,Morning,United-States,0.037464672,High,No
16196,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,Mexico,0.037464672,Low,Yes
16198,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,High,No
16208,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
16210,Never-married,Political,Comedy,Female,20,Morning,United-States,0.037464672,High,No
16212,Never-married,Political,Comedy,Female,25,Morning,United-States,0.037464672,High,No
16213,Never-married,Auto,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
16216,Married-civ-spouse,Pharma,Comedy,Female,40,Daytime,Mexico,0.037464672,Low,Yes
16222,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
16227,Never-married,Political,Comedy,Male,10,Morning,United-States,0.037464672,High,Yes
16232,Never-married,Political,Comedy,Male,20,Morning,United-States,0.037464672,High,Yes
16234,Widowed,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
16237,Divorced,Auto,Infomercial,Male,40,Primetime,United-States,0.037464672,High,No
16241,Divorced,Entertainment,Infomercial,Male,40,Primetime,United-States,0.037464672,Low,Yes
16252,Never-married,Entertainment,Infomercial,Male,55,Primetime,United-States,0.037464672,Low,No
16253,Never-married,ClassAction,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
16260,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
16261,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
16264,Divorced,Entertainment,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
16268,Never-married,Auto,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
16270,Never-married,Auto,Comedy,Female,20,Morning,United-States,0.037464672,High,Yes
16271,Never-married,ClassAction,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
16278,Divorced,Auto,Comedy,Male,42,Primetime,United-States,0.037464672,Medium,No
16279,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,El-Salvador,0.037464672,Low,No
16295,Married-civ-spouse,Other,Comedy,Male,8,Primetime,United-States,0.037464672,High,Yes
16315,Never-married,ClassAction,Comedy,Male,55,Primetime,United-States,0.037464672,High,No
16319,Married-civ-spouse,Pharma,Comedy,Female,44,Primetime,United-States,0.037464672,High,No
16320,Separated,Political,Comedy,Female,20,Morning,United-States,0.037464672,Low,Yes
16322,Never-married,Political,Infomercial,Female,35,Morning,United-States,0.037464672,Medium,No
16323,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
16325,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,Low,Yes
16328,Separated,Entertainment,Comedy,Male,20,Primetime,United-States,0.037464672,High,Yes
16329,Never-married,Political,Comedy,Female,35,Morning,United-States,0.037464672,High,Yes
16333,Separated,Entertainment,Infomercial,Male,40,Primetime,United-States,0.037464672,Low,Yes
16336,Married-civ-spouse,Pharma,Comedy,Female,60,Morning,United-States,0.037464672,Low,No
16352,Divorced,Auto,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
16354,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.102233936,High,Yes
16357,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,No
16358,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,International,0.061153633,High,No
16364,Divorced,Auto,Comedy,Female,55,Morning,United-States,0.037464672,High,Yes
16370,Separated,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
16377,Divorced,Auto,Comedy,Female,50,Primetime,United-States,0.037464672,High,No
16378,Married-civ-spouse,Pharma,Comedy,Female,48,Primetime,United-States,0.037464672,High,Yes
16382,Married-civ-spouse,Pharma,Comedy,Female,48,Primetime,United-States,0.037464672,High,Yes
16384,Never-married,Auto,Comedy,Male,40,Morning,Peru,0.037464672,Low,Yes
16389,Never-married,Political,Comedy,Female,45,Morning,United-States,0.037464672,High,No
16393,Married-civ-spouse,Pharma,Comedy,Female,20,Daytime,United-States,0.037464672,High,Yes
16406,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
16408,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.037464672,High,No
16409,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,Low,Yes
16413,Married-civ-spouse,Pharma,Infomercial,Female,32,Primetime,England,0.037464672,Medium,No
16414,Divorced,Auto,Infomercial,Female,40,Primetime,United-States,0.037464672,Low,Yes
16415,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
16420,Married-civ-spouse,Other,Comedy,Male,40,Primetime,International,0.037464672,Low,No
16426,Never-married,Auto,Comedy,Female,48,Morning,United-States,0.037464672,High,Yes
16436,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
16437,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,No
16462,Divorced,Auto,Comedy,Male,30,Primetime,United-States,0.037464672,High,Yes
16465,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.129776412,High,Yes
16470,Married-civ-spouse,Pharma,Comedy,Female,97,Primetime,United-States,0.037464672,Low,Yes
16482,Married-spouse-absent,ClassAction,Comedy,Female,40,Morning,Cuba,0.037464672,High,Yes
16485,Married-civ-spouse,Pharma,Comedy,Female,55,Daytime,United-States,1,High,No
16487,Never-married,ClassAction,Comedy,Female,30,Morning,El-Salvador,0.037464672,High,Yes
16489,Separated,Auto,Comedy,Female,30,Primetime,United-States,0.037464672,High,Yes
16490,Never-married,Political,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
16493,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,No
16495,Married-civ-spouse,Other,Comedy,Male,60,Primetime,United-States,0.037464672,High,Yes
16497,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
16499,Never-married,Auto,Comedy,Female,50,Morning,United-States,0.037464672,High,Yes
16504,Never-married,Political,Comedy,Male,15,Morning,Ireland,0.037464672,High,Yes
16508,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
16510,Separated,ClassAction,Infomercial,Male,40,Primetime,United-States,0.037464672,High,Yes
16511,Divorced,Auto,Comedy,Male,38,Primetime,United-States,0.037464672,High,No
16520,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,Low,No
16524,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.173579841,High,Yes
16529,Never-married,ClassAction,Drama,Female,45,Primetime,Vietnam,0.037464672,High,Yes
16531,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,High,No
16534,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,Low,Yes
16540,Divorced,Entertainment,Infomercial,Male,45,Primetime,United-States,0.037464672,Low,No
16551,Never-married,Auto,Infomercial,Female,40,Morning,Jamaica,0.037464672,High,Yes
16559,Married-civ-spouse,Pharma,Comedy,Female,24,Daytime,United-States,0.037464672,High,Yes
16562,Married-civ-spouse,Pharma,Comedy,Female,65,Primetime,International,0.037464672,High,No
16564,Married-civ-spouse,Other,Comedy,Male,40,Primetime,United-States,0.037464672,Low,Yes
16567,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
16571,Divorced,Auto,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
16573,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
16574,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,Low,No
16579,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.173579841,High,No
16581,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
16586,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
16588,Married-civ-spouse,Pharma,Comedy,Female,48,Primetime,United-States,0.037464672,High,No
16594,Married-civ-spouse,Pharma,Comedy,Female,32,Morning,United-States,0.037464672,High,Yes
16598,Never-married,Political,Comedy,Female,40,Morning,Canada,0.037464672,Low,No
16626,Widowed,Auto,Comedy,Female,30,Primetime,United-States,0.037464672,High,No
16628,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
16629,Married-civ-spouse,Pharma,Comedy,Female,57,Primetime,United-States,0.037464672,Low,Yes
16631,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.037464672,High,Yes
16632,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,Yes
16635,Married-civ-spouse,Pharma,Infomercial,Female,40,Morning,Trinadad&Tobago,0.037464672,High,No
16644,Separated,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,Medium,No
16648,Separated,Entertainment,Infomercial,Male,42,Primetime,United-States,0.037464672,High,Yes
16655,Married-spouse-absent,Auto,Direct,Male,30,Primetime,Guatemala,0.037464672,High,No
16657,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
16662,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
16663,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.037464672,Low,Yes
16673,Married-civ-spouse,Pharma,Comedy,Female,45,Morning,United-States,0.037464672,High,Yes
16679,Married-civ-spouse,Pharma,Comedy,Female,40,Daytime,United-States,0.037464672,High,Yes
16683,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
16687,Divorced,Auto,Comedy,Female,35,Primetime,United-States,0.037464672,High,No
16688,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
16690,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
16695,Never-married,Auto,Infomercial,Female,45,Primetime,United-States,0.037464672,Low,Yes
16719,Married-civ-spouse,Other,Comedy,Male,50,Primetime,United-States,0.037464672,Medium,No
16722,Never-married,Entertainment,Comedy,Female,40,Morning,El-Salvador,0.037464672,High,Yes
16723,Married-civ-spouse,Other,Comedy,Male,8,Daytime,United-States,0.037464672,High,No
16730,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.09844101,High,Yes
16740,Married-civ-spouse,Pharma,Infomercial,Female,60,Primetime,United-States,0.037464672,High,No
16745,Never-married,Political,Comedy,Male,15,Morning,United-States,0.037464672,High,Yes
16760,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
16766,Divorced,Auto,Direct,Male,40,Primetime,United-States,0.037464672,Low,No
16772,Never-married,Political,Comedy,Female,30,Morning,United-States,0.037464672,Medium,No
16781,Never-married,ClassAction,Drama,Female,30,Morning,Vietnam,0.037464672,High,No
16789,Never-married,Auto,Comedy,Female,40,Daytime,United-States,0.037464672,High,No
16795,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,Hong,0.037464672,Medium,Yes
16798,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
16806,Never-married,Political,Comedy,Female,20,Morning,United-States,0.037464672,High,No
16809,Divorced,Entertainment,Comedy,Male,20,Morning,United-States,0.037464672,Low,No
16810,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
16813,Divorced,Entertainment,Comedy,Male,50,Primetime,United-States,0.037464672,High,Yes
16818,Never-married,Auto,Comedy,Female,4,Daytime,United-States,0.18142828,High,No
16824,Never-married,Auto,Comedy,Male,25,Morning,Mexico,0.037464672,High,No
16829,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,Puerto-Rico,0.037464672,High,No
16830,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
16831,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
16838,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,Medium,No
16842,Widowed,Entertainment,Infomercial,Male,40,Primetime,United-States,0.037464672,High,No
16853,Married-civ-spouse,Pharma,Comedy,Female,40,Daytime,United-States,0.037464672,High,Yes
16854,Divorced,Auto,Comedy,Male,35,Primetime,United-States,0.037464672,High,No
16864,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.102233936,High,Yes
16866,Separated,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
16869,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
16878,Never-married,Political,Comedy,Female,80,Morning,United-States,0.037464672,High,No
16880,Never-married,Political,Comedy,Female,20,Morning,United-States,0.037464672,High,Yes
16882,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
16884,Never-married,Auto,Comedy,Female,33,Morning,United-States,0.037464672,High,Yes
