id,realtionship_status,industry,genre,Targeted Sex,average_min_perweek,Airtime,airlocation,ratings,expensive,money_back_guarantee,netgain
31802,Married-civ-spouse,Pharma,Drama,Male,40,Primetime,International,0.027464672,Low,Yes,TRUE
5763,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672,Low,Yes,FALSE
369,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
17862,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
21,Married-civ-spouse,Pharma,Comedy,Male,20,Primetime,Mexico,0.027464672,Medium,No,FALSE
25311,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,Yes,TRUE
26043,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
501,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
27530,Married-civ-spouse,ClassAction,Drama,Male,40,Primetime,International,0.027464672,Low,No,FALSE
30860,Married-civ-spouse,Pharma,Comedy,Male,98,Primetime,United-States,0.027464672,Low,Yes,TRUE
26091,Married-civ-spouse,Pharma,Comedy,Male,78,Primetime,United-States,0.027464672,Low,No,FALSE
13890,Widowed,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,High,No,FALSE
15202,Never-married,Political,Comedy,Female,30,Morning,United-States,0.027464672,Medium,No,FALSE
3647,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
483,Divorced,Entertainment,Comedy,Female,17,Primetime,United-States,0.027464672,Low,Yes,FALSE
31909,Widowed,Auto,Comedy,Female,32,Daytime,United-States,0.027464672,Low,Yes,FALSE
31628,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
14968,Never-married,Auto,Comedy,Male,40,Morning,Poland,0.027464672,Low,No,FALSE
30507,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.102233936,Low,Yes,TRUE
3750,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.027464672,Low,Yes,TRUE
8090,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
6595,Widowed,ClassAction,Comedy,Female,30,Daytime,United-States,0.271806892,Low,Yes,TRUE
30947,Divorced,Entertainment,Comedy,Female,50,Primetime,United-States,0.027464672,Low,Yes,FALSE
13195,Widowed,Entertainment,Comedy,Male,45,Primetime,United-States,0.027464672,Low,No,FALSE
17383,Never-married,Auto,Other,Male,30,Daytime,Puerto-Rico,0.027464672,Low,Yes,FALSE
10677,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
8221,Never-married,Political,Comedy,Male,13,Morning,United-States,0.027464672,Low,Yes,FALSE
21907,Divorced,Entertainment,Comedy,Female,40,Primetime,Mexico,0.027464672,Low,No,FALSE
19324,Separated,Entertainment,Comedy,Female,40,Daytime,United-States,0.027464672,High,Yes,FALSE
26809,Never-married,Political,Comedy,Male,30,Morning,United-States,0.027464672,Low,No,FALSE
21218,Never-married,Political,Comedy,Female,30,Morning,United-States,0.027464672,Low,Yes,FALSE
3533,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,Yes,TRUE
20627,Divorced,Auto,Comedy,Male,40,Daytime,United-States,0.052147866,High,No,FALSE
2501,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,Yes,TRUE
16926,Never-married,Auto,Comedy,Female,55,Morning,United-States,0.027464672,Medium,No,FALSE
30946,Married-civ-spouse,Pharma,Comedy,Male,45,Morning,United-States,0.027464672,Medium,No,FALSE
26796,Never-married,Political,Comedy,Male,35,Morning,United-States,0.027464672,Low,No,FALSE
6502,Married-civ-spouse,Pharma,Comedy,Male,95,Primetime,El-Salvador,0.027464672,Low,Yes,TRUE
9865,Never-married,Political,Comedy,Male,20,Primetime,United-States,0.027464672,High,Yes,FALSE
1380,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
17427,Widowed,Entertainment,Comedy,Female,35,Primetime,United-States,0.048607802,High,Yes,FALSE
13434,Divorced,Entertainment,Comedy,Female,52,Primetime,United-States,0.027464672,High,No,FALSE
1288,Never-married,Political,Comedy,Female,30,Morning,United-States,0.027464672,Low,No,FALSE
12755,Never-married,Auto,Comedy,Male,40,Primetime,Dominican-Republic,0.027464672,Low,Yes,FALSE
10959,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672,Low,No,TRUE
21805,Never-married,Political,Comedy,Male,10,Morning,United-States,0.027464672,Low,Yes,FALSE
4060,Married-civ-spouse,Pharma,Comedy,Male,42,Primetime,United-States,0.027464672,Low,Yes,TRUE
10530,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
1047,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
20828,Married-civ-spouse,Pharma,Comedy,Male,80,Primetime,United-States,0.027464672,High,No,TRUE
9590,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,Medium,No,FALSE
25258,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.173579841,High,No,TRUE
3350,Widowed,Auto,Comedy,Female,12,Daytime,United-States,0.027464672,Medium,No,FALSE
8784,Married-civ-spouse,Other,Comedy,Female,40,Morning,Mexico,0.027464672,High,No,FALSE
15367,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
20927,Never-married,Auto,Comedy,Male,50,Primetime,United-States,0.027464672,High,No,FALSE
16901,Married-civ-spouse,Pharma,Comedy,Male,5,Daytime,United-States,0.027464672,Medium,No,TRUE
1216,Divorced,Auto,Comedy,Male,43,Primetime,United-States,0.059801795,Low,Yes,TRUE
1850,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,Yes,FALSE
16844,Separated,Auto,Comedy,Male,25,Primetime,United-States,0.027464672,Low,Yes,FALSE
3726,Married-civ-spouse,Pharma,Comedy,Male,56,Primetime,United-States,0.173579841,Medium,No,TRUE
24396,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672,High,No,TRUE
14312,Never-married,Auto,Comedy,Female,35,Morning,United-States,0.027464672,Low,Yes,FALSE
5319,Never-married,Auto,Comedy,Male,45,Primetime,United-States,0.027464672,Low,Yes,FALSE
17966,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Medium,No,TRUE
18918,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
8546,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Medium,No,FALSE
14548,Married-civ-spouse,Pharma,Comedy,Male,44,Morning,United-States,0.027464672,High,No,TRUE
31369,Divorced,Auto,Comedy,Female,35,Primetime,United-States,0.027464672,Low,No,FALSE
11909,Widowed,Auto,Comedy,Female,30,Daytime,United-States,0.111239703,Low,Yes,TRUE
16205,Never-married,Auto,Infomercial,Male,35,Primetime,United-States,0.027464672,Low,Yes,FALSE
17106,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,TRUE
988,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672,Medium,No,FALSE
11548,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672,High,No,TRUE
15886,Never-married,ClassAction,Comedy,Female,15,Morning,United-States,0.027464672,Low,No,FALSE
29309,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
8612,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
8382,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672,Low,Yes,FALSE
18919,Divorced,Auto,Comedy,Male,30,Morning,United-States,0.027464672,Low,Yes,FALSE
23348,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
14314,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
27210,Widowed,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,Medium,No,FALSE
12095,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.173579841,Low,No,TRUE
17581,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672,Medium,No,FALSE
10191,Never-married,Political,Comedy,Female,10,Morning,United-States,0.027464672,High,No,FALSE
31396,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
1256,Married-civ-spouse,Pharma,Comedy,Male,10,Daytime,United-States,0.027464672,High,No,FALSE
20439,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,No,TRUE
19825,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,Yes,TRUE
8870,Never-married,Political,Comedy,Male,50,Morning,United-States,0.027464672,Low,Yes,FALSE
10386,Never-married,Political,Comedy,Male,3,Primetime,United-States,0.027464672,Low,Yes,FALSE
20103,Married-civ-spouse,Pharma,Comedy,Male,50,Morning,United-States,0.027464672,High,No,FALSE
466,Never-married,Auto,Comedy,Male,25,Primetime,International,0.027464672,Low,No,TRUE
11259,Divorced,Auto,Comedy,Male,60,Primetime,United-States,0.027464672,High,Yes,FALSE
26232,Never-married,Auto,Comedy,Female,65,Morning,United-States,0.027464672,Low,No,FALSE
32166,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
2597,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
21719,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672,High,No,FALSE
5176,Never-married,Auto,Comedy,Female,37,Primetime,United-States,0.027464672,High,No,FALSE
16109,Never-married,Auto,Infomercial,Male,40,Primetime,United-States,0.027464672,High,No,FALSE
32278,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672,Low,No,FALSE
10629,Married-civ-spouse,Pharma,Direct,Male,40,Primetime,United-States,0.027464672,High,No,FALSE
31407,Never-married,Political,Comedy,Male,35,Morning,United-States,0.027464672,Low,Yes,FALSE
5548,Never-married,Auto,Comedy,Male,55,Primetime,International,0.102233936,Low,No,TRUE
6552,Divorced,Entertainment,Comedy,Female,40,Morning,United-States,0.027464672,High,No,FALSE
13853,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.027464672,High,No,FALSE
29270,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.057642745,Low,Yes,TRUE
15592,Married-civ-spouse,Other,Direct,Female,50,Morning,Puerto-Rico,0.027464672,High,Yes,FALSE
160,Never-married,Political,Infomercial,Male,50,Morning,United-States,0.027464672,Low,Yes,FALSE
13178,Married-civ-spouse,Pharma,Comedy,Male,35,Primetime,United-States,0.027464672,High,Yes,FALSE
16993,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.102233936,Low,Yes,TRUE
28199,Married-civ-spouse,Pharma,Infomercial,Male,35,Primetime,United-States,0.027464672,Low,Yes,FALSE
13031,Never-married,Political,Comedy,Male,5,Morning,United-States,0.027464672,Low,No,FALSE
27489,Divorced,Entertainment,Comedy,Female,35,Primetime,United-States,0.027464672,Low,Yes,FALSE
12459,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
31451,Married-civ-spouse,Pharma,Comedy,Male,50,Morning,United-States,0.027464672,High,No,FALSE
14613,Never-married,Political,Comedy,Male,15,Morning,United-States,0.027464672,Medium,No,FALSE
8992,Divorced,ClassAction,Comedy,Male,10,Morning,United-States,0.027464672,High,No,FALSE
22211,Never-married,Auto,Comedy,Female,15,Morning,United-States,0.111239703,Low,Yes,TRUE
32434,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,Yes,FALSE
12079,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672,High,Yes,FALSE
26012,Never-married,Auto,Direct,Male,30,Daytime,United-States,0.027464672,Low,No,FALSE
9528,Married-civ-spouse,Other,Infomercial,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
262,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672,High,Yes,FALSE
25455,Never-married,ClassAction,Comedy,Female,35,Morning,United-States,0.027464672,Medium,No,FALSE
14677,Never-married,Political,Infomercial,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
32210,Married-civ-spouse,Pharma,Comedy,Male,42,Primetime,United-States,0.027464672,Low,Yes,TRUE
27430,Never-married,Auto,Comedy,Female,99,Primetime,United-States,0.027464672,Medium,No,FALSE
7151,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,High,Yes,FALSE
21519,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672,Medium,No,FALSE
19517,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672,High,No,TRUE
25951,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
17693,Married-civ-spouse,Pharma,Comedy,Male,48,Primetime,United-States,0.027464672,Medium,No,FALSE
23698,Never-married,Political,Comedy,Female,15,Morning,United-States,0.027464672,Low,No,FALSE
9819,Married-civ-spouse,Pharma,Comedy,Male,43,Primetime,Mexico,0.027464672,High,No,FALSE
25768,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672,Medium,No,FALSE
1418,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672,Low,Yes,FALSE
29975,Married-civ-spouse,Pharma,Infomercial,Male,6,Daytime,United-States,0.027464672,High,Yes,FALSE
25352,Separated,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,High,Yes,FALSE
18312,Widowed,Auto,Comedy,Male,40,Daytime,United-States,0.027464672,Low,Yes,FALSE
29478,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672,Low,Yes,FALSE
16536,Married-spouse-absent,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
9982,Never-married,Auto,Comedy,Female,35,Daytime,United-States,0.027464672,High,No,FALSE
25643,Divorced,Entertainment,Comedy,Female,37,Primetime,United-States,0.027464672,Medium,No,FALSE
2655,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
15338,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
26494,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,TRUE
25929,Married-civ-spouse,Pharma,Comedy,Male,30,Daytime,United-States,0.027464672,Low,No,TRUE
25454,Married-civ-spouse,Pharma,Comedy,Male,8,Daytime,United-States,0.027464672,Low,Yes,TRUE
28303,Never-married,Political,Comedy,Male,30,Morning,United-States,0.027464672,High,No,FALSE
9355,Never-married,Auto,Comedy,Female,30,Morning,United-States,0.027464672,Low,Yes,FALSE
7551,Never-married,Auto,Infomercial,Female,40,Primetime,United-States,0.027464672,High,No,FALSE
25020,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,High,No,FALSE
5225,Divorced,Auto,Comedy,Male,50,Primetime,United-States,0.027464672,Low,No,FALSE
18858,Married-spouse-absent,ClassAction,Comedy,Female,32,Primetime,Columbia,0.027464672,High,No,FALSE
18499,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.057642745,Low,Yes,TRUE
67,Never-married,Auto,Comedy,Male,44,Morning,United-States,0.027464672,Low,No,FALSE
17349,Never-married,Auto,Comedy,Female,35,Morning,United-States,0.027464672,Medium,No,FALSE
8235,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672,High,Yes,TRUE
32110,Married-civ-spouse,Pharma,Other,Male,40,Morning,Mexico,0.027464672,High,Yes,FALSE
13220,Divorced,Political,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
3747,Married-civ-spouse,Pharma,Comedy,Male,48,Daytime,United-States,0.027464672,Low,No,FALSE
15721,Divorced,ClassAction,Comedy,Male,25,Primetime,Guatemala,0.027464672,Medium,No,FALSE
2334,Never-married,Political,Comedy,Male,52,Morning,United-States,0.027464672,High,Yes,FALSE
7570,Never-married,Auto,Comedy,Male,45,Primetime,United-States,0.027464672,Low,No,TRUE
22346,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
7107,Never-married,Political,Comedy,Male,35,Morning,United-States,0.027464672,High,Yes,FALSE
4510,Married-civ-spouse,Pharma,Comedy,Male,70,Primetime,United-States,0.027464672,High,Yes,FALSE
24047,Separated,Entertainment,Comedy,Female,35,Daytime,United-States,0.047401846,High,Yes,FALSE
5184,Never-married,ClassAction,Comedy,Male,15,Morning,United-States,0.027464672,Low,No,FALSE
29852,Never-married,Auto,Comedy,Male,65,Morning,International,0.027464672,Low,Yes,FALSE
3035,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672,Low,No,TRUE
8605,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
29086,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
3682,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
11713,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,Yes,FALSE
25741,Divorced,Entertainment,Comedy,Female,56,Primetime,United-States,0.027464672,Low,Yes,FALSE
12650,Married-spouse-absent,Auto,Comedy,Male,65,Primetime,Philippines,0.027464672,Medium,Yes,TRUE
18726,Married-civ-spouse,Other,Comedy,Female,25,Morning,United-States,0.027464672,Low,Yes,FALSE
9621,Married-civ-spouse,Pharma,Comedy,Male,15,Daytime,United-States,0.027464672,High,No,FALSE
10830,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,High,No,FALSE
18520,Married-civ-spouse,Pharma,Comedy,Male,45,Morning,United-States,0.027464672,High,No,TRUE
1743,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.054977972,Medium,No,FALSE
16158,Widowed,Auto,Comedy,Female,25,Daytime,United-States,0.027464672,High,Yes,FALSE
23944,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,TRUE
22766,Married-civ-spouse,Pharma,Comedy,Male,44,Daytime,United-States,0.061221711,Low,Yes,FALSE
20391,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,High,No,FALSE
6997,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672,Low,No,TRUE
21439,Divorced,Auto,Comedy,Male,72,Primetime,United-States,0.027464672,Low,No,FALSE
10198,Never-married,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
8518,Married-civ-spouse,Pharma,Comedy,Male,53,Primetime,United-States,0.027464672,High,No,TRUE
14404,Married-civ-spouse,Other,Drama,Female,40,Primetime,Japan,0.027464672,High,Yes,TRUE
23081,Widowed,Auto,Comedy,Female,44,Daytime,Portugal,0.027464672,Low,Yes,TRUE
25308,Married-civ-spouse,Pharma,Drama,Male,60,Primetime,South,0.027464672,Low,Yes,TRUE
11508,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
11657,Married-civ-spouse,Other,Comedy,Female,20,Primetime,United-States,0.027464672,High,No,FALSE
656,Married-civ-spouse,Other,Drama,Female,30,Morning,Philippines,0.027464672,Low,Yes,TRUE
22541,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.09844101,High,Yes,TRUE
17063,Married-civ-spouse,Pharma,Comedy,Male,45,Daytime,United-States,0.222469681,Low,No,TRUE
7582,Divorced,Auto,Comedy,Female,40,Daytime,United-States,0.027464672,Low,No,FALSE
9627,Married-civ-spouse,Pharma,Drama,Male,35,Primetime,Trinadad&Tobago,0.027464672,Low,Yes,FALSE
26408,Married-civ-spouse,Pharma,Comedy,Male,45,Morning,United-States,0.027464672,Medium,No,FALSE
31529,Married-civ-spouse,Pharma,Comedy,Male,30,Morning,United-States,0.027464672,High,No,FALSE
20207,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672,Medium,No,TRUE
32412,Separated,Entertainment,Comedy,Female,40,Morning,United-States,0.027464672,Low,Yes,FALSE
3440,Divorced,Political,Comedy,Female,40,Morning,United-States,0.027464672,Medium,No,FALSE
30388,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672,High,Yes,FALSE
23052,Never-married,Political,Comedy,Female,30,Morning,United-States,0.027464672,Low,No,FALSE
17052,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.027464672,Low,Yes,TRUE
11202,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
25998,Never-married,Auto,Comedy,Female,80,Morning,United-States,0.027464672,Low,Yes,FALSE
1123,Separated,ClassAction,Drama,Female,35,Primetime,Philippines,0.027464672,Low,No,FALSE
1955,Married-civ-spouse,Pharma,Comedy,Male,44,Primetime,United-States,0.027464672,Low,Yes,FALSE
22393,Never-married,Auto,Comedy,Male,30,Morning,United-States,0.027464672,Medium,No,FALSE
28320,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672,Low,Yes,FALSE
28863,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,Cuba,0.065471733,High,Yes,TRUE
14249,Never-married,Entertainment,Comedy,Female,38,Primetime,Mexico,0.027464672,High,No,FALSE
5920,Married-civ-spouse,Pharma,Comedy,Male,48,Primetime,United-States,0.027464672,Medium,No,FALSE
19344,Never-married,Political,Infomercial,Female,20,Morning,United-States,0.027464672,High,No,FALSE
16240,Married-civ-spouse,Pharma,Comedy,Male,60,Daytime,United-States,0.027464672,Medium,No,FALSE
30892,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672,High,Yes,FALSE
23448,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.027464672,High,No,TRUE
27435,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672,Low,Yes,FALSE
14946,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672,High,Yes,TRUE
11273,Married-civ-spouse,Other,Comedy,Female,55,Morning,United-States,0.027464672,High,No,TRUE
28142,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672,Low,Yes,FALSE
26575,Divorced,Entertainment,Comedy,Female,38,Primetime,United-States,0.027464672,Low,No,FALSE
1870,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672,Low,No,TRUE
10061,Divorced,Entertainment,Comedy,Female,50,Primetime,United-States,0.027464672,High,Yes,FALSE
26944,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,No,TRUE
1176,Never-married,Entertainment,Comedy,Male,10,Primetime,United-States,0.027464672,Low,Yes,FALSE
4660,Married-civ-spouse,Pharma,Comedy,Male,48,Primetime,United-States,0.027464672,Low,No,FALSE
28679,Married-civ-spouse,Pharma,Direct,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
29955,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
29911,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672,High,No,FALSE
2965,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
23154,Never-married,Political,Comedy,Male,20,Morning,United-States,0.027464672,Low,Yes,FALSE
1684,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
17309,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672,High,No,TRUE
5300,Married-civ-spouse,ClassAction,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
27538,Never-married,Auto,Infomercial,Male,15,Primetime,United-States,0.027464672,Low,No,FALSE
11598,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672,Low,Yes,FALSE
567,Divorced,Entertainment,Infomercial,Female,45,Primetime,United-States,0.027464672,High,No,FALSE
4347,Widowed,Auto,Infomercial,Female,45,Primetime,United-States,0.027464672,Medium,No,FALSE
23918,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.072688017,Low,Yes,FALSE
27338,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672,Low,No,FALSE
1683,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
30041,Divorced,Auto,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
9526,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.042111201,High,No,FALSE
31535,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0.173579841,Low,No,TRUE
18023,Married-spouse-absent,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
23559,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672,High,Yes,TRUE
22795,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672,Low,Yes,TRUE
6544,Divorced,Entertainment,Comedy,Female,40,Morning,United-States,0.027464672,Low,Yes,FALSE
14195,Never-married,Political,Comedy,Male,50,Morning,United-States,0.027464672,Medium,No,FALSE
18101,Divorced,Entertainment,Comedy,Female,35,Primetime,United-States,0.027464672,High,Yes,FALSE
32527,Never-married,Auto,Comedy,Female,43,Morning,United-States,0.027464672,High,No,FALSE
21169,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672,Low,No,FALSE
11621,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672,Low,No,TRUE
1132,Never-married,Political,Comedy,Female,57,Morning,United-States,0.027464672,Low,Yes,FALSE
12184,Separated,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,Medium,No,FALSE
3919,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
23084,Never-married,Political,Infomercial,Male,40,Morning,United-States,0.027464672,Low,No,FALSE
9303,Never-married,Auto,Drama,Male,40,Primetime,South,0.027464672,High,No,FALSE
20989,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672,High,No,FALSE
17470,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672,High,Yes,FALSE
5546,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672,Medium,No,FALSE
28341,Never-married,Political,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
18005,Divorced,Entertainment,Comedy,Female,58,Primetime,United-States,0.027464672,Low,Yes,FALSE
4561,Never-married,ClassAction,Infomercial,Male,40,Morning,Mexico,0.027464672,Low,Yes,FALSE
19674,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.077823055,Low,Yes,TRUE
24014,Separated,Auto,Comedy,Female,40,Morning,United-States,0.027464672,High,No,FALSE
17053,Never-married,Political,Comedy,Male,25,Morning,Dominican-Republic,0.027464672,Low,No,FALSE
9626,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
7096,Never-married,Auto,Comedy,Male,50,Primetime,United-States,0.027464672,Low,No,FALSE
21032,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,TRUE
